"DDJHBH","GYSBM","YYBM","PSDBM","DDJHMXBH","YPBM","CGSL","CGDJ"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0984","110361","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0985","111103","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0986","100975","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0987","113793","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0988","105333","9990.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0989","127213","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0990","129631","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0991","111483","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0992","101327","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0993","110363","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0994","106325","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0995","101525","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0996","107279","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0997","119243","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0998","129629","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-0999","119017","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1000","131703","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1001","136709","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1002","113201","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1003","124883","9990.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1004","128409","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1005","101325","10.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1006","134683","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1007","114197","9990.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1008","118245","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1009","127675","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1010","132801","9990.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1011","129965","9990.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1012","111049","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1013","114183","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1014","119015","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1015","129443","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1016","101477","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1017","128185","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1018","102607","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1019","108505","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1020","120479","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1021","128205","9990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1022","130533","9990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1023","130911","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1024","129633","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1025","101613","4990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1026","111523","9990.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1027","100967","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1028","109565","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1029","112693","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1030","114709","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1031","132801","10.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1032","102613","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1033","103481","10.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1034","130897","9990.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1035","134235","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1036","110199","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1037","134685","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1038","128963","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1039","107253","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1040","129617","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1041","104207","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1042","109461","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1043","104531","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1044","108167","9990.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1045","126231","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1046","127623","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1047","113201","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1048","109403","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1049","114977","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1050","115349","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1051","119879","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1052","104529","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1053","121805","9990.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1054","113161","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1055","136791","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1056","136715","9990.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1057","101115","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1058","127137","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1059","123365","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1060","120507","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1061","111041","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1062","114363","9990.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1063","108513","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1064","114132","10000.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1065","108221","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1066","119237","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1067","130905","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1068","127679","9990.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1069","114575","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1070","101131","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1071","111103","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1072","105927","10.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1073","127643","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1074","123263","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1075","129457","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1076","129397","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1077","129635","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1078","130089","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1079","104971","9990.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1080","111523","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1081","104179","10.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1082","112977","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1083","127693","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1084","127183","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1085","129385","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1086","127203","10.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1087","127631","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1088","131211","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1089","119871","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1090","120505","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1091","134671","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1092","130065","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1093","119781","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1094","103497","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1095","106321","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1096","135001","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1097","132841","9990.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1098","106081","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1099","132835","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1100","111043","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1101","100911","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1102","103487","10.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1103","134375","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1104","130529","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1105","134459","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1106","116295","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1107","117419","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1108","133881","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1109","134201","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1110","119775","9990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1111","130517","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1112","111129","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1113","102551","9790.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1114","101525","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1115","100933","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1116","134667","10.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1117","113009","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1118","106189","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1119","101099","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1120","124683","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1121","100965","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1122","112955","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1123","109463","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1124","107241","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1125","115387","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1126","119037","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1127","119829","10.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1128","101121","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1129","115549","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1130","114183","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1131","119833","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1132","117433","10000.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1133","129441","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1134","108187","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1135","117431","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1136","136791","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1137","108521","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1138","114919","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1139","111175","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1140","108171","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1141","119113","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1142","132273","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1143","134093","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1144","119233","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1145","109347","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1146","110378","10000.000","12.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1147","103429","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1148","126215","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1149","124953","9990.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1150","116159","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1151","119225","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1152","114323","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1153","116341","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1154","124505","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1155","127557","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1156","130083","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1157","104545","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1158","108341","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1159","134245","10.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1160","127633","10.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1161","124705","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1162","108555","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1163","133013","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1164","117443","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1165","106275","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1166","109445","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1167","108149","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1168","127621","9990.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1169","115323","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1170","131695","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1171","119227","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1172","134683","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1173","133125","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1174","111123","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1175","109347","10.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1176","102557","3010.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1177","116323","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1178","105923","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1179","109563","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1180","130469","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1181","101435","10.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1182","108229","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1183","124969","9990.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1184","113173","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1185","103427","10.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1186","114397","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1187","106247","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1188","131731","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1189","103421","10.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1190","118723","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1191","115349","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1192","104533","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1193","133021","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1194","105329","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1195","123141","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1196","120471","9990.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1197","117587","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1198","116123","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1199","114365","9990.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1200","114165","9990.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1201","123147","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1202","110381","10.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1203","106075","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1204","131199","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1205","134093","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1206","123261","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1207","105341","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1208","127671","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1209","118959","9990.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1210","108487","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1211","111485","10.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1212","133843","9990.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1213","124009","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1214","129615","10.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1215","109455","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1216","100887","10.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1217","132821","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1218","119783","9990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1219","137910","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1220","127627","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1221","118805","10.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1222","133141","9990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1223","106189","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1224","130891","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1225","114359","10.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1226","123125","9990.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1227","134215","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1228","119025","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1229","111131","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1230","135307","9990.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1231","104207","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1232","127683","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1233","119261","10.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1234","132807","9990.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1235","130087","9990.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1236","106221","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1237","100002","7990.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1238","101093","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1239","118987","9990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1240","134261","9990.000","35.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1241","133867","9990.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1242","130521","9990.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1243","127207","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1244","111039","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1245","117417","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1246","135263","10.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1247","119853","10.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1248","134505","9990.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1249","115333","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1250","130451","9990.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1251","111733","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1252","129451","10.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1253","108541","10.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1254","136733","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1255","127697","10.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1256","132899","10.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1257","104219","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1258","119827","10.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1259","123255","10.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1260","108185","9990.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1261","127673","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1262","113187","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1263","100987","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1264","121807","10.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1265","127591","10.000","36.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1266","109443","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1267","113813","9990.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1268","102561","1510.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1269","119255","9990.000","33.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1270","112369","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1271","114321","10.000","39.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1272","136329","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1273","119855","9990.000","22.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1274","127649","9990.000","24.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1275","102577","9990.000","20.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1276","131715","9990.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1277","124011","10.000","34.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1278","110199","10.000","28.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1279","108503","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1280","134653","10.000","38.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1281","116289","9990.000","31.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1282","127211","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1283","117397","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1284","106207","10.000","27.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1285","103141","9990.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1286","130491","9990.000","32.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1287","127701","9990.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1288","113281","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1289","130051","10.000","26.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1290","120483","10.000","25.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1291","134227","10.000","37.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1292","104221","10.000","23.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1293","105353","9990.000","30.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1294","127101","10000.000","21.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1295","113823","10.000","29.00"
"X2016101400000004","100001","455755610","45575561001","X2016101400000004-1296","123255","9990.000","36.00"
